arrival_id,date,mandi_id,crop_name,variety,arrival_quantity,unit,farmer_count,quantity_numeric,arrival_quantity_qtl,quantity_quality,mandi_name,district,state,mandi_type
ARR0018124,2026-02-21,MANDI037,Rice,,499.96,QTL,,499.96,499.96,VALID,Jorhat Grain Market,Kurukshetra,Haryana,APMC
ARR0012877,2026-02-26,MANDI011,Wheat,Premium,277.29,QTL,117.0,277.29,277.29,VALID,Arrah Mandi,Patiala,Punjab,Unknown
ARR0012965,2026-02-03,MANDI039,Cotton,Hybrid,95.64,QTL,16.0,95.64,95.64,VALID,Anand Grain Market,,Haryana,APMC
ARR0015608,2026-01-26,MANDI049,Cotton,HD-2967,191.77,QTL,22.0,191.77,191.77,VALID,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh,Private
ARR0017477,2026-06-04,MANDI039,Rice,Pusa-1121,411.45,QTL,73.0,411.45,411.45,VALID,Anand Grain Market,,Haryana,APMC
ARR0006806,2026-02-23,MANDI016,Basmati,HD-2967,13106.0,KG,75.0,13106.0,131.06,VALID,Kulti APMC,Bathinda,Punjab,Unknown
ARR0017679,2026-01-23,MANDI025,Maize,Premium,29939.0,KG,44.0,29939.0,299.39,VALID,Dindigul APMC,Karnal,Haryana,APMC
ARR0009114,2026-07-20,MANDI057,Maize,HD-2967,40.092,TONNE,12.0,40.09,400.9,VALID,Gorakhpur APMC,Bareilly,,Direct
ARR0014585,2026-04-05,MANDI043,Maize,Local,"3,308.0 KG",KG,129.0,3308.0,33.08,VALID,Danapur Mandi,Agra,Uttar Pradesh,Private
ARR0013177,2026-03-28,MANDI004,Sugarcane,Local,"15,176.0 KG",KG,32.0,15176.0,151.76,VALID,Khandwa Grain Market,Ludhiana,Punjab,APMC
ARR0013471,2026-02-26,MANDI055,Wheat,Pusa-1121,264.72,QTL,90.0,264.72,264.72,VALID,Chandigarh APMC,Bareilly,Uttar Pradesh,APMC
ARR0012636,2026-08-22,MANDI008,Wheat,HD-2967,49540.0,KG,102.0,49540.0,495.4,VALID,Bijapur Market,Amritsar,Punjab,APMC
ARR0002206,2026-03-28,MANDI023,Cotton,Local,314.02 qtl,QTL,,314.02,314.02,VALID,Panihati APMC,Karnal,Haryana,Private
ARR0023709,2026-06-02,MANDI017,Sugarcane,,47482.0,KG,77.0,47482.0,474.82,VALID,Parbhani Market,,Punjab,Private
ARR0017734,2026-07-03,MANDI020,Mustard,Premium,1207.0,UNKNOWN,92.0,1207.0,,UNKNOWN_UNIT,Kadapa Mandi,Ferozepur,Punjab,Direct
ARR0012847,2026-06-22,MANDI028,Cotton,Local,"35,515.0 KG",KG,98.0,35515.0,355.15,VALID,Machilipatnam APMC,Hisar,Haryana,Unknown
ARR0016917,2026-07-26,MANDI016,Cotton,Pusa-1121,"8,733.0 KG",KG,103.0,8733.0,87.33,VALID,Kulti APMC,Bathinda,Punjab,Unknown
ARR0002457,2026-01-09,MANDI026,Mustard,PBW-343,37.403,TONNE,125.0,37.4,374.0,VALID,Tadipatri Mandi,Hisar,Haryana,Private
ARR0015394,2026-08-16,MANDI005,Sugarcane,,266.58,QTL,107.0,266.58,266.58,VALID,Bhilwara Grain Market,Amritsar,Punjab,Direct
ARR0008824,2026-04-02,MANDI005,Cotton,Pusa-1121,7284.999999999999,UNKNOWN,,7285.0,,UNKNOWN_UNIT,Bhilwara Grain Market,Amritsar,Punjab,Direct
ARR0017241,2026-02-16,MANDI002,Sugarcane,Local,68.61 qtl,QTL,123.0,68.61,68.61,VALID,Solapur Mandi,Ludhiana,,APMC
ARR0021274,2026-08-08,MANDI049,Wheat,PBW-343,"49,140.0 KG",KG,,49140.0,491.4,VALID,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh,Private
ARR0013366,2026-05-21,MANDI055,Mustard,HD-2967,23.973,TONNE,63.0,23.97,239.7,VALID,Chandigarh APMC,Bareilly,Uttar Pradesh,APMC
ARR0012763,2026-08-28,MANDI030,Wheat,Local,374.78,QTL,22.0,374.78,374.78,VALID,Patiala APMC,Sirsa,,Unknown
ARR0010524,2026-05-03,MANDI025,Wheat,HD-2967,34.713,TONNE,128.0,34.71,347.1,VALID,Dindigul APMC,Karnal,Haryana,APMC
ARR0006097,2026-07-11,MANDI013,Cotton,Local,38.491,TONNE,140.0,38.49,384.9,VALID,Aurangabad Market,Patiala,Punjab,Private
ARR0024092,2026-05-15,MANDI022,Cotton,PBW-343,442.87 qtl,QTL,17.0,442.87,442.87,VALID,Eluru APMC,Karnal,Haryana,Unknown
ARR0023044,2026-02-09,MANDI029,Cotton,PBW-343,16.687,TONNE,68.0,16.69,166.9,VALID,Asansol Grain Market,Sirsa,Haryana,Direct
ARR0021399,2026-01-19,MANDI030,Cotton,Premium,154.41,QTL,16.0,154.41,154.41,VALID,Patiala APMC,Sirsa,,Unknown
ARR0011091,2026-01-07,MANDI038,Cotton,Premium,48.082,TONNE,,48.08,480.8,VALID,Jalandhar Mandi,Kurukshetra,Haryana,Private
ARR0022136,2026-09-09,MANDI057,Sugarcane,Hybrid,118.07,QTL,28.0,118.07,118.07,VALID,Gorakhpur APMC,Bareilly,,Direct
ARR0019501,2026-03-11,MANDI030,Maize,Premium,255.19,QTL,60.0,255.19,255.19,VALID,Patiala APMC,Sirsa,,Unknown
ARR0016448,2026-06-28,MANDI026,Maize,PBW-343,38.408,TONNE,120.0,38.41,384.1,VALID,Tadipatri Mandi,Hisar,Haryana,Private
ARR0013220,2026-03-15,MANDI001,Cotton,Local,6670.999999999999,KG,48.0,6671.0,66.71,VALID,Hyderabad Mandi,Ludhiana,Punjab,Private
ARR0007476,2026-05-12,MANDI043,Wheat,PBW-343,2804.0,KG,20.0,2804.0,28.04,VALID,Danapur Mandi,Agra,Uttar Pradesh,Private
ARR0002553,2026-03-07,MANDI032,Wheat,Hybrid,390.53,QTL,115.0,390.53,390.53,VALID,Chapra Grain Market,,Haryana,Private
ARR0006976,2026-06-24,MANDI034,Rice,,25.181,TONNE,135.0,25.18,251.8,VALID,Ludhiana Grain Market,Ambala,Haryana,Unknown
ARR0008652,2026-05-28,MANDI036,Wheat,Premium,43561.0,KG,56.0,43561.0,435.61,VALID,Mysore Grain Market,Kurukshetra,Haryana,APMC
ARR0019440,2026-07-16,MANDI003,Rice,Local,39612.0,UNKNOWN,60.0,39612.0,,UNKNOWN_UNIT,Vijayawada Mandi,Ludhiana,Punjab,Unknown
ARR0001666,2026-06-09,MANDI053,Wheat,,8430.0,UNKNOWN,109.0,8430.0,,UNKNOWN_UNIT,Panihati Market,Saharanpur,Uttar Pradesh,APMC
ARR0020065,2026-02-02,MANDI035,Wheat,PBW-343,35.36 qtl,QTL,27.0,35.36,35.36,VALID,Guntakal Mandi,Ambala,Haryana,APMC
ARR0003838,2026-07-30,MANDI003,Wheat,Local,42.544,TONNE,46.0,42.54,425.4,VALID,Vijayawada Mandi,Ludhiana,Punjab,Unknown
ARR0022981,2026-01-07,MANDI033,Maize,HD-2967,"40,072.0 KG",KG,139.0,40072.0,400.72,VALID,South Dumdum Grain Market,Ambala,Haryana,APMC
ARR0002583,2026-06-13,MANDI038,Sugarcane,Pusa-1121,35.98,QTL,130.0,35.98,35.98,VALID,Jalandhar Mandi,Kurukshetra,Haryana,Private
ARR0000803,2026-03-14,MANDI042,Rice,Local,322.81,QTL,,322.81,322.81,VALID,Erode Mandi,Fatehabad,Haryana,Private
ARR0009180,2026-08-11,MANDI051,Mustard,Local,23.997,TONNE,42.0,24.0,240.0,VALID,Gulbarga Market,Saharanpur,Uttar Pradesh,Private
ARR0015838,2026-03-25,MANDI005,Sugarcane,Local,41296.0,KG,133.0,41296.0,412.96,VALID,Bhilwara Grain Market,Amritsar,Punjab,Direct
ARR0023278,2026-03-04,MANDI053,Cotton,,16.027,TONNE,79.0,16.03,160.3,VALID,Panihati Market,Saharanpur,Uttar Pradesh,APMC
ARR0010283,2026-06-29,MANDI047,Rice,Hybrid,24458.0,UNKNOWN,8.0,24458.0,,UNKNOWN_UNIT,Orai Market,Muzaffarnagar,Uttar Pradesh,APMC
ARR0023338,2026-02-09,MANDI054,Maize,Hybrid,60.92 qtl,QTL,134.0,60.92,60.92,VALID,Nangloi Jat Grain Market,Saharanpur,,Direct
ARR0007964,2026-09-09,MANDI050,Wheat,PBW-343,120.19,QTL,,120.19,120.19,VALID,Durg Market,Muzaffarnagar,Uttar Pradesh,Unknown
ARR0012878,2026-05-12,MANDI020,Rice,Hybrid,482.09,QTL,,482.09,482.09,VALID,Kadapa Mandi,Ferozepur,Punjab,Direct
ARR0022817,2026-06-21,MANDI048,Rice,Pusa-1121,15069.0,KG,137.0,15069.0,150.69,VALID,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh,Direct
ARR0001812,2026-04-06,MANDI038,Maize,,"35,152.0 KG",KG,81.0,35152.0,351.52,VALID,Jalandhar Mandi,Kurukshetra,Haryana,Private
ARR_MISSING_00229,2026-06-12,MANDI024,Mustard,Local,36.259,TONNE,15.0,36.26,362.6,VALID,Jaipur Mandi,Karnal,Haryana,APMC
ARR0003528,2026-04-20,MANDI042,Sugarcane,Local,"30,645.999999999996 KG",KG,140.0,30646.0,306.46,VALID,Erode Mandi,Fatehabad,Haryana,Private
ARR0009984,2026-02-01,MANDI041,Cotton,Local,16978.0,KG,64.0,16978.0,169.78,VALID,Gurgaon Grain Market,Fatehabad,Haryana,APMC
ARR0016184,2026-05-26,MANDI053,Cotton,,69.01,QTL,44.0,69.01,69.01,VALID,Panihati Market,Saharanpur,Uttar Pradesh,APMC
ARR0004296,2026-05-17,MANDI051,Rice,HD-2967,29212.0,KG,24.0,29212.0,292.12,VALID,Gulbarga Market,Saharanpur,Uttar Pradesh,Private
ARR0000603,2026-04-01,MANDI024,Wheat,Local,26887.0,KG,93.0,26887.0,268.87,VALID,Jaipur Mandi,Karnal,Haryana,APMC
ARR0012301,2026-03-18,MANDI012,Mustard,HD-2967,"3,958.0 KG",KG,121.0,3958.0,39.58,VALID,Gaya Grain Market,Patiala,Punjab,Unknown
ARR0000907,2026-04-19,MANDI055,Rice,Premium,456.9 qtl,QTL,41.0,456.9,456.9,VALID,Chandigarh APMC,Bareilly,Uttar Pradesh,APMC
ARR0014219,2026-01-22,MANDI008,Sugarcane,Premium,249.52 qtl,QTL,,249.52,249.52,VALID,Bijapur Market,Amritsar,Punjab,APMC
ARR0019803,2026-07-17,MANDI011,Cotton,HD-2967,1159.0,KG,,1159.0,11.59,VALID,Arrah Mandi,Patiala,Punjab,Unknown
ARR0005041,2026-06-26,MANDI030,Sugarcane,Pusa-1121,465.22,QTL,,465.22,465.22,VALID,Patiala APMC,Sirsa,,Unknown
ARR0010361,2026-03-31,MANDI018,Maize,Local,75.55,QTL,56.0,75.55,75.55,VALID,Jaunpur Mandi,Moga,Punjab,Unknown
ARR0023833,2026-01-03,MANDI011,Mustard,Hybrid,38.1,TONNE,76.0,38.1,381.0,VALID,Arrah Mandi,Patiala,Punjab,Unknown
ARR0003276,2026-03-22,MANDI025,Maize,HD-2967,39.256,TONNE,79.0,39.26,392.6,VALID,Dindigul APMC,Karnal,Haryana,APMC
ARR0010526,2026-09-07,MANDI046,Wheat,Premium,40.68 qtl,QTL,128.0,40.68,40.68,VALID,Baranagar Market,,Uttar Pradesh,Private
ARR0001761,2026-03-13,MANDI057,Rice,Hybrid,5549.0,KG,9.0,5549.0,55.49,VALID,Gorakhpur APMC,Bareilly,,Direct
ARR0024460,2026-05-17,MANDI009,Wheat,Premium,320.96,QTL,89.0,320.96,320.96,VALID,Jamshedpur APMC,Jalandhar,Punjab,APMC
ARR0016011,2026-06-19,MANDI041,Mustard,PBW-343,404.07,QTL,,404.07,404.07,VALID,Gurgaon Grain Market,Fatehabad,Haryana,APMC
ARR0011138,2026-05-10,MANDI029,Maize,Pusa-1121,4267.0,KG,104.0,4267.0,42.67,VALID,Asansol Grain Market,Sirsa,Haryana,Direct
ARR0023810,2026-03-21,MANDI041,Cotton,,29.561,TONNE,140.0,29.56,295.6,VALID,Gurgaon Grain Market,Fatehabad,Haryana,APMC
ARR0020414,2026-06-17,MANDI035,Wheat,Premium,18.048,TONNE,85.0,18.05,180.5,VALID,Guntakal Mandi,Ambala,Haryana,APMC
ARR0017121,2026-07-19,MANDI026,Mustard,Pusa-1121,8848.0,UNKNOWN,55.0,8848.0,,UNKNOWN_UNIT,Tadipatri Mandi,Hisar,Haryana,Private
ARR0003929,2026-03-14,MANDI005,Sugarcane,Local,32.631,TONNE,15.0,32.63,326.3,VALID,Bhilwara Grain Market,Amritsar,Punjab,Direct
ARR0021054,2026-07-26,MANDI026,Sugarcane,,24.244,TONNE,115.0,24.24,242.4,VALID,Tadipatri Mandi,Hisar,Haryana,Private
ARR0013477,2026-01-08,MANDI011,Sugarcane,HD-2967,167.12,QTL,87.0,167.12,167.12,VALID,Arrah Mandi,Patiala,Punjab,Unknown
ARR0016046,2026-04-06,MANDI027,Wheat,PBW-343,33.07 qtl,QTL,96.0,33.07,33.07,VALID,Kochi APMC,Hisar,Haryana,APMC
ARR0021530,2026-07-15,MANDI057,Rice,Premium,424.33 qtl,QTL,40.0,424.33,424.33,VALID,Gorakhpur APMC,Bareilly,,Direct
ARR0014217,2026-02-16,MANDI004,Mustard,Pusa-1121,"6,695.999999999999 KG",KG,44.0,6696.0,66.96,VALID,Khandwa Grain Market,Ludhiana,Punjab,APMC
ARR0020544,2026-04-11,MANDI056,Maize,,189.78,QTL,69.0,189.78,189.78,VALID,Bilaspur Mandi,Bareilly,Uttar Pradesh,Private
ARR0004970,2026-09-06,MANDI053,Sugarcane,Hybrid,"15,784.0 KG",KG,,15784.0,157.84,VALID,Panihati Market,Saharanpur,Uttar Pradesh,APMC
ARR0016442,2026-04-25,MANDI044,Maize,Hybrid,18058.0,KG,104.0,18058.0,180.58,VALID,Dehri Mandi,Agra,Uttar Pradesh,APMC
ARR0022711,2026-01-29,MANDI057,Wheat,Local,"27,844.0 KG",KG,146.0,27844.0,278.44,VALID,Gorakhpur APMC,Bareilly,,Direct
ARR0023918,2026-01-27,MANDI025,Sugarcane,Hybrid,228.44,QTL,,228.44,228.44,VALID,Dindigul APMC,Karnal,Haryana,APMC
ARR0016296,2026-08-07,MANDI022,Cotton,,397.35,QTL,125.0,397.35,397.35,VALID,Eluru APMC,Karnal,Haryana,Unknown
ARR0020076,2026-07-27,MANDI057,Sugarcane,HD-2967,12.11,TONNE,,12.11,121.1,VALID,Gorakhpur APMC,Bareilly,,Direct
ARR0000875,2026-08-13,MANDI013,Mustard,Pusa-1121,386.15,QTL,51.0,386.15,386.15,VALID,Aurangabad Market,Patiala,Punjab,Private
ARR0006878,2026-07-22,MANDI015,Maize,,414.09 qtl,QTL,81.0,414.09,414.09,VALID,Amravati Grain Market,Bathinda,Punjab,APMC
ARR0024744,2026-08-14,MANDI021,Cotton,PBW-343,5.08,TONNE,,5.08,50.8,VALID,Guna Mandi,Ferozepur,Punjab,APMC
ARR0008896,2026-05-07,MANDI057,Sugarcane,Local,27.63,QTL,147.0,27.63,27.63,VALID,Gorakhpur APMC,Bareilly,,Direct
ARR0001627,2026-08-08,MANDI031,Sugarcane,PBW-343,10137.0,KG,62.0,10137.0,101.37,VALID,Nangloi Jat Mandi,Sirsa,Haryana,APMC
ARR0019433,2026-07-09,MANDI042,Wheat,HD-2967,225.44,QTL,126.0,225.44,225.44,VALID,Erode Mandi,Fatehabad,Haryana,Private
ARR0020279,2026-03-09,MANDI006,Mustard,Hybrid,38454.0,UNKNOWN,58.0,38454.0,,UNKNOWN_UNIT,Kochi Mandi,Amritsar,Punjab,Direct
ARR0013526,2026-08-11,MANDI009,Wheat,Hybrid,3.0780000000000003,TONNE,138.0,3.08,30.8,VALID,Jamshedpur APMC,Jalandhar,Punjab,APMC
ARR0020657,2026-08-23,MANDI018,Sugarcane,Premium,40376.0,KG,30.0,40376.0,403.76,VALID,Jaunpur Mandi,Moga,Punjab,Unknown
ARR0013241,2026-05-31,MANDI006,Mustard,Local,1023.0,UNKNOWN,37.0,1023.0,,UNKNOWN_UNIT,Kochi Mandi,Amritsar,Punjab,Direct
ARR0014939,2026-02-25,MANDI031,Wheat,Premium,395.57 qtl,QTL,118.0,395.57,395.57,VALID,Nangloi Jat Mandi,Sirsa,Haryana,APMC
ARR0002281,2026-02-09,MANDI035,Cotton,Pusa-1121,24541.0,KG,10.0,24541.0,245.41,VALID,Guntakal Mandi,Ambala,Haryana,APMC
ARR0009564,2026-08-18,MANDI014,Wheat,Premium,"2,732.0 KG",KG,23.0,2732.0,27.32,VALID,Bathinda Grain Market,Patiala,Punjab,Private
ARR0000977,2026-08-08,MANDI017,Wheat,Hybrid,66.97,QTL,60.0,66.97,66.97,VALID,Parbhani Market,,Punjab,Private
ARR0020863,2026-05-29,MANDI043,Wheat,Local,3820.0000000000005,UNKNOWN,,3820.0,,UNKNOWN_UNIT,Danapur Mandi,Agra,Uttar Pradesh,Private
ARR0013644,2026-04-17,MANDI003,Cotton,PBW-343,326.54,QTL,43.0,326.54,326.54,VALID,Vijayawada Mandi,Ludhiana,Punjab,Unknown
ARR0000980,2026-04-11,MANDI036,Cotton,Local,13963.0,UNKNOWN,103.0,13963.0,,UNKNOWN_UNIT,Mysore Grain Market,Kurukshetra,Haryana,APMC
ARR0020684,2026-09-03,MANDI042,Cotton,PBW-343,20.97,QTL,52.0,20.97,20.97,VALID,Erode Mandi,Fatehabad,Haryana,Private
ARR0003820,2026-01-09,MANDI045,Mustard,Premium,347.04,QTL,12.0,347.04,347.04,VALID,Farrukhabad Mandi,Meerut,Uttar Pradesh,Private
ARR0011843,2026-08-31,MANDI026,Rice,Premium,23966.0,KG,99.0,23966.0,239.66,VALID,Tadipatri Mandi,Hisar,Haryana,Private
ARR0022133,2026-06-03,MANDI002,Rice,HD-2967,21.659,TONNE,119.0,21.66,216.6,VALID,Solapur Mandi,Ludhiana,,APMC
ARR0005194,2026-04-28,MANDI001,Mustard,Pusa-1121,23.952,TONNE,99.0,23.95,239.5,VALID,Hyderabad Mandi,Ludhiana,Punjab,Private
ARR0001180,2026-08-05,MANDI057,Sugarcane,HD-2967,200.33 qtl,QTL,,200.33,200.33,VALID,Gorakhpur APMC,Bareilly,,Direct
ARR0001019,2026-01-10,MANDI027,Cotton,Pusa-1121,415.6,QTL,117.0,415.6,415.6,VALID,Kochi APMC,Hisar,Haryana,APMC
ARR0002956,2026-04-05,MANDI023,Cotton,Local,446.66,QTL,133.0,446.66,446.66,VALID,Panihati APMC,Karnal,Haryana,Private
ARR0016569,2026-06-06,MANDI032,Sugarcane,HD-2967,14.844,TONNE,20.0,14.84,148.4,VALID,Chapra Grain Market,,Haryana,Private
ARR0024236,2026-04-19,MANDI019,Sugarcane,Pusa-1121,478.57,QTL,105.0,478.57,478.57,VALID,Karimnagar Grain Market,Moga,Punjab,Private
ARR0020157,2026-08-20,MANDI004,Cotton,Local,9.753,TONNE,,9.75,97.5,VALID,Khandwa Grain Market,Ludhiana,Punjab,APMC
ARR0002401,2026-06-24,MANDI016,Sugarcane,,136.85 qtl,QTL,,136.85,136.85,VALID,Kulti APMC,Bathinda,Punjab,Unknown
ARR0006946,2026-08-24,MANDI036,Cotton,Hybrid,242.18,QTL,111.0,242.18,242.18,VALID,Mysore Grain Market,Kurukshetra,Haryana,APMC
ARR0004647,2026-09-02,MANDI049,Sugarcane,HD-2967,41.262,TONNE,,41.26,412.6,VALID,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh,Private
ARR0000101,2026-02-17,MANDI046,Rice,Pusa-1121,215.71 qtl,QTL,66.0,215.71,215.71,VALID,Baranagar Market,,Uttar Pradesh,Private
ARR0024168,2026-04-21,MANDI023,Maize,Premium,231.77,QTL,95.0,231.77,231.77,VALID,Panihati APMC,Karnal,Haryana,Private
ARR0024436,2026-08-16,MANDI043,Basmati,HD-2967,452.42,QTL,106.0,452.42,452.42,VALID,Danapur Mandi,Agra,Uttar Pradesh,Private
ARR0019290,2026-05-18,MANDI055,Mustard,Hybrid,19988.0,KG,,19988.0,199.88,VALID,Chandigarh APMC,Bareilly,Uttar Pradesh,APMC
ARR0017090,2026-04-29,MANDI033,Rice,,27547.000000000004,KG,23.0,27547.0,275.47,VALID,South Dumdum Grain Market,Ambala,Haryana,APMC
ARR0024748,2026-05-19,MANDI055,Maize,Local,198.17,QTL,96.0,198.17,198.17,VALID,Chandigarh APMC,Bareilly,Uttar Pradesh,APMC
ARR0005426,2026-02-26,MANDI014,Sugarcane,Premium,47.79 qtl,QTL,,47.79,47.79,VALID,Bathinda Grain Market,Patiala,Punjab,Private
ARR_MISSING_00230,2026-01-29,MANDI012,Mustard,Local,35.471,TONNE,105.0,35.47,354.7,VALID,Gaya Grain Market,Patiala,Punjab,Unknown
ARR_MISSING_00231,2026-03-23,MANDI007,Wheat,Hybrid,295.35,QTL,89.0,295.35,295.35,VALID,Nashik Mandi,Amritsar,Punjab,Private
ARR0011184,2026-06-13,MANDI001,Wheat,,437.07,QTL,34.0,437.07,437.07,VALID,Hyderabad Mandi,Ludhiana,Punjab,Private
ARR0020131,2026-06-06,MANDI023,Maize,Pusa-1121,7701.000000000001,KG,111.0,7701.0,77.01,VALID,Panihati APMC,Karnal,Haryana,Private
ARR0005675,2026-02-16,MANDI022,Maize,Premium,63.11,QTL,23.0,63.11,63.11,VALID,Eluru APMC,Karnal,Haryana,Unknown
ARR0015265,2026-01-06,MANDI028,Mustard,Local,309.81 qtl,QTL,19.0,309.81,309.81,VALID,Machilipatnam APMC,Hisar,Haryana,Unknown
ARR0019249,2026-01-31,MANDI032,Cotton,,374.65,QTL,55.0,374.65,374.65,VALID,Chapra Grain Market,,Haryana,Private
ARR0010260,2026-06-03,MANDI048,Sugarcane,HD-2967,352.33 qtl,QTL,120.0,352.33,352.33,VALID,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh,Direct
ARR0019962,2026-08-23,MANDI030,Sugarcane,PBW-343,33.48,QTL,140.0,33.48,33.48,VALID,Patiala APMC,Sirsa,,Unknown
ARR0005605,2026-05-14,MANDI019,Mustard,,232.02,QTL,147.0,232.02,232.02,VALID,Karimnagar Grain Market,Moga,Punjab,Private
ARR0019865,2026-05-22,MANDI029,Rice,HD-2967,33.35 qtl,QTL,144.0,33.35,33.35,VALID,Asansol Grain Market,Sirsa,Haryana,Direct
ARR0011420,2026-08-11,MANDI045,Wheat,,41112.0,UNKNOWN,39.0,41112.0,,UNKNOWN_UNIT,Farrukhabad Mandi,Meerut,Uttar Pradesh,Private
ARR0016267,2026-05-22,MANDI005,Wheat,HD-2967,18818.0,KG,22.0,18818.0,188.18,VALID,Bhilwara Grain Market,Amritsar,Punjab,Direct
ARR0012240,2026-02-05,MANDI050,Maize,PBW-343,19104.0,KG,25.0,19104.0,191.04,VALID,Durg Market,Muzaffarnagar,Uttar Pradesh,Unknown
ARR0024408,2026-09-04,MANDI001,Cotton,HD-2967,"34,658.0 KG",KG,71.0,34658.0,346.58,VALID,Hyderabad Mandi,Ludhiana,Punjab,Private
ARR0024503,2026-07-23,MANDI018,Cotton,,435.31,QTL,87.0,435.31,435.31,VALID,Jaunpur Mandi,Moga,Punjab,Unknown
ARR0001335,2026-02-18,MANDI039,Sugarcane,PBW-343,45.847,TONNE,132.0,45.85,458.5,VALID,Anand Grain Market,,Haryana,APMC
ARR0014135,2026-04-17,MANDI009,Wheat,HD-2967,12.61,QTL,80.0,12.61,12.61,VALID,Jamshedpur APMC,Jalandhar,Punjab,APMC
ARR0021514,2026-08-29,MANDI011,Mustard,HD-2967,214.19,QTL,76.0,214.19,214.19,VALID,Arrah Mandi,Patiala,Punjab,Unknown
ARR0008218,2026-04-16,MANDI010,Wheat,Local,1648.9999999999998,KG,148.0,1649.0,16.49,VALID,Dhule APMC,Jalandhar,Punjab,Direct
ARR0001564,2026-01-04,MANDI039,Mustard,Pusa-1121,7931.999999999999,UNKNOWN,5.0,7932.0,,UNKNOWN_UNIT,Anand Grain Market,,Haryana,APMC
ARR0015648,2026-02-17,MANDI056,Rice,Pusa-1121,475.77,QTL,29.0,475.77,475.77,VALID,Bilaspur Mandi,Bareilly,Uttar Pradesh,Private
ARR0022942,2026-09-05,MANDI019,Maize,Pusa-1121,16238.999999999998,KG,100.0,16239.0,162.39,VALID,Karimnagar Grain Market,Moga,Punjab,Private
ARR0012823,2026-04-24,MANDI050,Mustard,Pusa-1121,497.09,QTL,100.0,497.09,497.09,VALID,Durg Market,Muzaffarnagar,Uttar Pradesh,Unknown
ARR0007255,2026-07-19,MANDI017,Maize,Hybrid,232.75 qtl,QTL,52.0,232.75,232.75,VALID,Parbhani Market,,Punjab,Private
ARR0016963,2026-08-19,MANDI022,Mustard,Hybrid,49.339999999999996,TONNE,56.0,49.34,493.4,VALID,Eluru APMC,Karnal,Haryana,Unknown
ARR0016931,2026-01-14,MANDI021,Mustard,PBW-343,48690.0,UNKNOWN,123.0,48690.0,,UNKNOWN_UNIT,Guna Mandi,Ferozepur,Punjab,APMC
ARR0004360,2026-03-24,MANDI002,Cotton,Pusa-1121,395.17,QTL,41.0,395.17,395.17,VALID,Solapur Mandi,Ludhiana,,APMC
ARR0020462,2026-05-12,MANDI019,Wheat,Premium,41673.0,UNKNOWN,,41673.0,,UNKNOWN_UNIT,Karimnagar Grain Market,Moga,Punjab,Private
ARR0022578,2026-01-11,MANDI053,Sugarcane,Pusa-1121,31.9 qtl,QTL,14.0,31.9,31.9,VALID,Panihati Market,Saharanpur,Uttar Pradesh,APMC
ARR0000949,2026-03-31,MANDI022,Mustard,,131.18,QTL,,131.18,131.18,VALID,Eluru APMC,Karnal,Haryana,Unknown
ARR0014172,2026-03-19,MANDI045,Sugarcane,Local,318.5,QTL,,318.5,318.5,VALID,Farrukhabad Mandi,Meerut,Uttar Pradesh,Private
ARR0002323,2026-09-05,MANDI013,Rice,Hybrid,335.44,QTL,132.0,335.44,335.44,VALID,Aurangabad Market,Patiala,Punjab,Private
ARR0011731,2026-03-30,MANDI017,Rice,Hybrid,"10,039.0 KG",KG,,10039.0,100.39,VALID,Parbhani Market,,Punjab,Private
ARR0023614,2026-05-20,MANDI017,Wheat,Hybrid,4.257,TONNE,49.0,4.26,42.6,VALID,Parbhani Market,,Punjab,Private
ARR0019507,2026-01-06,MANDI027,Wheat,,19.6,TONNE,41.0,19.6,196.0,VALID,Kochi APMC,Hisar,Haryana,APMC
ARR0005229,2026-03-13,MANDI041,Cotton,Pusa-1121,28781.0,KG,126.0,28781.0,287.81,VALID,Gurgaon Grain Market,Fatehabad,Haryana,APMC
ARR0016796,2026-03-08,MANDI018,Sugarcane,Premium,371.88,QTL,,371.88,371.88,VALID,Jaunpur Mandi,Moga,Punjab,Unknown
ARR0014561,2026-03-24,MANDI003,Mustard,Premium,466.85 qtl,QTL,122.0,466.85,466.85,VALID,Vijayawada Mandi,Ludhiana,Punjab,Unknown
ARR0018416,2026-03-08,MANDI005,Mustard,Local,374.14,QTL,83.0,374.14,374.14,VALID,Bhilwara Grain Market,Amritsar,Punjab,Direct
ARR0022660,2026-03-11,MANDI042,Maize,Hybrid,39210.0,KG,6.0,39210.0,392.1,VALID,Erode Mandi,Fatehabad,Haryana,Private
ARR0010100,2026-08-13,MANDI022,Rice,Hybrid,43.821,TONNE,90.0,43.82,438.2,VALID,Eluru APMC,Karnal,Haryana,Unknown
ARR0011712,2026-04-18,MANDI045,Cotton,Local,37.918,TONNE,117.0,37.92,379.2000000000001,VALID,Farrukhabad Mandi,Meerut,Uttar Pradesh,Private
ARR0004228,2026-03-02,MANDI031,Rice,Hybrid,23.702,TONNE,51.0,23.7,237.0,VALID,Nangloi Jat Mandi,Sirsa,Haryana,APMC
