sensor_id,timestamp,temperature,temp_unit,rainfall,rain_unit,humidity_percent,temperature_raw,temperature_numeric,temp_unit_clean,temperature_c,rainfall_raw,rain_unit_clean,rainfall_mm,timestamp_raw,timestamp_ist,date
SEN029,2026-07-08 22:27:46 UTC,103.3,°F,,mm,45.0,103.3,103.3,f,39.61,-7.9,mm,,2026-07-08 22:27:46 UTC,2026-07-09 03:57:46+05:30,2026-07-09
SEN022,2026-02-05 10:33:00 UTC,19.4°C,,10.5,millimeters,51.0,19.4°C,19.4,c,19.4,10.5,mm,10.5,2026-02-05 10:33:00 UTC,2026-02-05 16:03:00+05:30,2026-02-05
SEN010,2026-02-19 02:59:25 IST,23.7,C,1.23,inch,54.0,23.7,23.7,c,23.7,1.23,in,31.24,2026-02-19 02:59:25 IST,2026-02-19 02:59:25+05:30,2026-02-19
UNKNOWN,2026-02-17 20:04:33 IST,21.7,Celsius,0.83,in,80.0,21.7,21.7,c,21.7,0.83,in,21.08,2026-02-17 20:04:33 IST,2026-02-17 20:04:33+05:30,2026-02-17
SEN015,2026-09-01 13:57:50 IST,31.8,C,,mm,94.0,31.8,31.8,c,31.8,-49.1,mm,,2026-09-01 13:57:50 IST,2026-09-01 13:57:50+05:30,2026-09-01
SEN023,2026-02-01 06:37:33 IST,33.4,c,,mm,58.0,33.4,33.4,c,33.4,-10.1,mm,,2026-02-01 06:37:33 IST,2026-02-01 06:37:33+05:30,2026-02-01
SEN032,2026-08-24 11:44:12 IST,81,f,43.0,MM,67.0,81,81.0,f,27.22,43.0,mm,43.0,2026-08-24 11:44:12 IST,2026-08-24 11:44:12+05:30,2026-08-24
SEN010,2026-07-06 20:39:28 UTC,35.3,°C,1.1,mm,69.0,35.3,35.3,c,35.3,1.1,mm,1.1,2026-07-06 20:39:28 UTC,2026-07-07 02:09:28+05:30,2026-07-07
SEN047,2026-01-03 09:43:16,79.2,F,20.6,mm,44.0,79.2,79.2,f,26.22,20.6,mm,20.6,2026-01-03 09:43:16,2026-01-03 09:43:16+05:30,2026-01-03
UNKNOWN,2026-08-18 04:35:21 IST,36,°C,1.76,in,76.0,36,36.0,c,36.0,1.76,in,44.7,2026-08-18 04:35:21 IST,2026-08-18 04:35:21+05:30,2026-08-18
SEN037,2026-03-27 23:54:13 UTC,96.1,°F,48.7,MM,62.0,96.1,96.1,f,35.61,48.7,mm,48.7,2026-03-27 23:54:13 UTC,2026-03-28 05:24:13+05:30,2026-03-28
UNKNOWN,2026-01-16 00:03:37 UTC,15.5,C,1.34,inches,67.0,15.5,15.5,c,15.5,1.34,in,34.04,2026-01-16 00:03:37 UTC,2026-01-16 05:33:37+05:30,2026-01-16
SEN035,2026-02-28 22:58:29 UTC,71.4,Fahrenheit,43.3,MM,53.0,71.4,71.4,f,21.89,43.3,mm,43.3,2026-02-28 22:58:29 UTC,2026-03-01 04:28:29+05:30,2026-03-01
SEN005,2026-03-27 14:55:40 IST,66.2,f,0.87,inches,74.0,66.2,66.2,f,19.0,0.87,in,22.1,2026-03-27 14:55:40 IST,2026-03-27 14:55:40+05:30,2026-03-27
SEN014,2026-06-02 01:37:20 IST,17.9,°C,0.78,inches,87.0,17.9,17.9,c,17.9,0.78,in,19.81,2026-06-02 01:37:20 IST,2026-06-02 01:37:20+05:30,2026-06-02
SEN002,2026-05-05 10:08:31 UTC,29.7,°C,0.0,in,38.0,29.7,29.7,c,29.7,0.0,in,0.0,2026-05-05 10:08:31 UTC,2026-05-05 15:38:31+05:30,2026-05-05
UNKNOWN,2026-05-06 13:21:23 UTC,23.9,°C,,mm,41.0,23.9,23.9,c,23.9,-45.6,mm,,2026-05-06 13:21:23 UTC,2026-05-06 18:51:23+05:30,2026-05-06
SEN013,,37.3,C,27.1,millimeters,61.0,37.3,37.3,c,37.3,27.1,mm,27.1,,,
SEN015,2026-05-05 23:25:35 UTC,34.7,c,1.87,in,68.0,34.7,34.7,c,34.7,1.87,in,47.5,2026-05-05 23:25:35 UTC,2026-05-06 04:55:35+05:30,2026-05-06
SEN033,2026-01-11 00:13:08 IST,66.2,f,2.3,millimeters,42.0,66.2,66.2,f,19.0,2.3,mm,2.3,2026-01-11 00:13:08 IST,2026-01-11 00:13:08+05:30,2026-01-11
SEN014,03-26-2026 12:48 AM,25.6,Celsius,,mm,84.0,25.6,25.6,c,25.6,-45.5,mm,,03-26-2026 12:48 AM,2026-03-26 00:48:00+05:30,2026-03-26
SEN002,2026-04-01 06:55:40 IST,27.7,c,,mm,,27.7,27.7,c,27.7,-29.5,mm,,2026-04-01 06:55:40 IST,2026-04-01 06:55:40+05:30,2026-04-01
SEN040,,19.7°C,,49.8,millimeters,70.0,19.7°C,19.7,c,19.7,49.8,mm,49.8,,,
SEN044,2026-04-20 14:58:53 UTC,98.6,°F,23.2,millimeters,45.0,98.6,98.6,f,37.0,23.2,mm,23.2,2026-04-20 14:58:53 UTC,2026-04-20 20:28:53+05:30,2026-04-20
SEN027,2026-05-22 02:10:38 UTC,95.7,°F,,,92.0,95.7,95.7,f,35.39,,,,2026-05-22 02:10:38 UTC,2026-05-22 07:40:38+05:30,2026-05-22
SEN013,09/08/2026,16.5,Celsius,43.4,mm,32.0,16.5,16.5,c,16.5,43.4,mm,43.4,09/08/2026,2026-08-09 00:00:00+05:30,2026-08-09
SEN024,2026-04-08 03:20:07 IST,95.2,F,22.5,MM,52.0,95.2,95.2,f,35.11,22.5,mm,22.5,2026-04-08 03:20:07 IST,2026-04-08 03:20:07+05:30,2026-04-08
SEN011,2026-04-05 16:39:35 UTC,38.8,c,16.9,MM,,38.8,38.8,c,38.8,16.9,mm,16.9,2026-04-05 16:39:35 UTC,2026-04-05 22:09:35+05:30,2026-04-05
SEN036,2026-08-17 13:12:25 UTC,88.7,°F,11.5,millimeters,50.0,88.7,88.7,f,31.5,11.5,mm,11.5,2026-08-17 13:12:25 UTC,2026-08-17 18:42:25+05:30,2026-08-17
SEN003,2026-08-13 13:10:03 UTC,86,F,33.4,MM,78.0,86,86.0,f,30.0,33.4,mm,33.4,2026-08-13 13:10:03 UTC,2026-08-13 18:40:03+05:30,2026-08-13
SEN039,,35.3,Celsius,15.1,millimeters,45.0,35.3,35.3,c,35.3,15.1,mm,15.1,,,
SEN017,2026-03-11 13:24:31 UTC,76.3,°F,1.11,in,72.0,76.3,76.3,f,24.61,1.11,in,28.19,2026-03-11 13:24:31 UTC,2026-03-11 18:54:31+05:30,2026-03-11
SEN048,2026-02-13 01:07:38 IST,26.4,c,42.4,millimeters,39.0,26.4,26.4,c,26.4,42.4,mm,42.4,2026-02-13 01:07:38 IST,2026-02-13 01:07:38+05:30,2026-02-13
SEN036,2026-02-24T02:00:07,23.6,°C,33.9,millimeters,58.0,23.6,23.6,c,23.6,33.9,mm,33.9,2026-02-24T02:00:07,2026-02-24 02:00:07+05:30,2026-02-24
SEN014,2026-05-17 15:49:13 UTC,33,°C,19.9,MM,43.0,33,33.0,c,33.0,19.9,mm,19.9,2026-05-17 15:49:13 UTC,2026-05-17 21:19:13+05:30,2026-05-17
UNKNOWN,2026-09-09 16:35:52 IST,16.9,Celsius,0.57,inch,95.0,16.9,16.9,c,16.9,0.57,in,14.48,2026-09-09 16:35:52 IST,2026-09-09 16:35:52+05:30,2026-09-09
SEN046,2026-03-04 14:04:23 UTC,22.6,c,15.8,MM,51.0,22.6,22.6,c,22.6,15.8,mm,15.8,2026-03-04 14:04:23 UTC,2026-03-04 19:34:23+05:30,2026-03-04
SEN038,,23.6,c,29.2,millimeters,63.0,23.6,23.6,c,23.6,29.2,mm,29.2,,,
SEN029,2026-08-14 18:48:05 UTC,39.1°C,,9.2,MM,89.0,39.1°C,39.1,c,39.1,9.2,mm,9.2,2026-08-14 18:48:05 UTC,2026-08-15 00:18:05+05:30,2026-08-15
SEN013,2026-03-21 19:25:54 UTC,21.9,c,1.74,inches,59.0,21.9,21.9,c,21.9,1.74,in,44.2,2026-03-21 19:25:54 UTC,2026-03-22 00:55:54+05:30,2026-03-22
SEN006,2026-05-25 09:10:06 UTC,75,Fahrenheit,31.1,MM,36.0,75,75.0,f,23.89,31.1,mm,31.1,2026-05-25 09:10:06 UTC,2026-05-25 14:40:06+05:30,2026-05-25
SEN008,2026-04-05 15:37:03 UTC,28.9,c,8.8,millimeters,76.0,28.9,28.9,c,28.9,8.8,mm,8.8,2026-04-05 15:37:03 UTC,2026-04-05 21:07:03+05:30,2026-04-05
SEN004,2026-05-05 13:06:14 IST,39.7,Celsius,,,90.0,39.7,39.7,c,39.7,,,,2026-05-05 13:06:14 IST,2026-05-05 13:06:14+05:30,2026-05-05
SEN050,2026-02-27 03:54:53 IST,30.3°C,,13.7,millimeters,74.0,30.3°C,30.3,c,30.3,13.7,mm,13.7,2026-02-27 03:54:53 IST,2026-02-27 03:54:53+05:30,2026-02-27
SEN026,,17.1°C,,,,93.0,17.1°C,17.1,c,17.1,,,,,,
SEN015,,64,°F,38.0,millimeters,57.0,64,64.0,f,17.78,38.0,mm,38.0,,,
SEN050,,21.9,°C,,mm,83.0,21.9,21.9,c,21.9,-3.3,mm,,,,
SEN030,2026-07-30 21:19:01 UTC,25.1°C,,,mm,69.0,25.1°C,25.1,c,25.1,-43.7,mm,,2026-07-30 21:19:01 UTC,2026-07-31 02:49:01+05:30,2026-07-31
SEN031,2026-07-15 06:31:52,84.9,Fahrenheit,4.8,millimeters,73.0,84.9,84.9,f,29.39,4.8,mm,4.8,2026-07-15 06:31:52,2026-07-15 06:31:52+05:30,2026-07-15
SEN021,2026-03-27 11:37:28 UTC,87.3,°F,27.1,MM,34.0,87.3,87.3,f,30.72,27.1,mm,27.1,2026-03-27 11:37:28 UTC,2026-03-27 17:07:28+05:30,2026-03-27
SEN032,2026-06-14 09:50:16 UTC,92.8,F,5.3,MM,63.0,92.8,92.8,f,33.78,5.3,mm,5.3,2026-06-14 09:50:16 UTC,2026-06-14 15:20:16+05:30,2026-06-14
SEN038,2026-05-25 14:06:18 UTC,38.1,c,1.4,inch,81.0,38.1,38.1,c,38.1,1.4,in,35.56,2026-05-25 14:06:18 UTC,2026-05-25 19:36:18+05:30,2026-05-25
SEN021,2026-07-30 13:49:05 UTC,64.2,°F,1.21,in,34.0,64.2,64.2,f,17.89,1.21,in,30.73,2026-07-30 13:49:05 UTC,2026-07-30 19:19:05+05:30,2026-07-30
SEN009,2026-07-15 19:03:25 UTC,62.1,F,5.9,mm,45.0,62.1,62.1,f,16.72,5.9,mm,5.9,2026-07-15 19:03:25 UTC,2026-07-16 00:33:25+05:30,2026-07-16
SEN028,,34.3°C,,23.2,millimeters,81.0,34.3°C,34.3,c,34.3,23.2,mm,23.2,,,
SEN018,2026-08-28 05:16:22 UTC,95.2,°F,16.0,MM,54.0,95.2,95.2,f,35.11,16.0,mm,16.0,2026-08-28 05:16:22 UTC,2026-08-28 10:46:22+05:30,2026-08-28
SEN024,2026-08-12T03:22:50,22.8,c,40.1,millimeters,68.0,22.8,22.8,c,22.8,40.1,mm,40.1,2026-08-12T03:22:50,2026-08-12 03:22:50+05:30,2026-08-12
SEN043,2026-09-04 07:57:46 UTC,31.7,c,25.5,millimeters,,31.7,31.7,c,31.7,25.5,mm,25.5,2026-09-04 07:57:46 UTC,2026-09-04 13:27:46+05:30,2026-09-04
SEN031,,89.4,F,0.65,inch,86.0,89.4,89.4,f,31.89,0.65,in,16.51,,,
SEN024,2026-08-01 14:08:38 IST,27.4,°C,31.9,mm,35.0,27.4,27.4,c,27.4,31.9,mm,31.9,2026-08-01 14:08:38 IST,2026-08-01 14:08:38+05:30,2026-08-01
SEN023,2026-02-14 02:25:51 IST,86.9,°F,0.04,inches,83.0,86.9,86.9,f,30.5,0.04,in,1.02,2026-02-14 02:25:51 IST,2026-02-14 02:25:51+05:30,2026-02-14
SEN045,2026-03-28 09:32:58 IST,15.2,Celsius,15.4,millimeters,46.0,15.2,15.2,c,15.2,15.4,mm,15.4,2026-03-28 09:32:58 IST,2026-03-28 09:32:58+05:30,2026-03-28
SEN036,2026-05-29 06:51:46 IST,59.7,F,1.47,inches,63.0,59.7,59.7,f,15.39,1.47,in,37.34,2026-05-29 06:51:46 IST,2026-05-29 06:51:46+05:30,2026-05-29
SEN031,31/01/2026 22:59,23.7,Celsius,,mm,65.0,23.7,23.7,c,23.7,-12.8,mm,,31/01/2026 22:59,2026-01-31 22:59:00+05:30,2026-01-31
SEN016,2026-08-23 06:26:59 UTC,86.7,f,1.27,inch,76.0,86.7,86.7,f,30.39,1.27,in,32.26,2026-08-23 06:26:59 UTC,2026-08-23 11:56:59+05:30,2026-08-23
SEN032,2026-08-26 08:04:18 UTC,77.2,Fahrenheit,1.44,inch,69.0,77.2,77.2,f,25.11,1.44,in,36.58,2026-08-26 08:04:18 UTC,2026-08-26 13:34:18+05:30,2026-08-26
SEN032,,20.9°C,,39.9,mm,39.0,20.9°C,20.9,c,20.9,39.9,mm,39.9,,,
SEN040,2026-04-10 23:29:58 UTC,22.8,°C,1.54,inches,93.0,22.8,22.8,c,22.8,1.54,in,39.12,2026-04-10 23:29:58 UTC,2026-04-11 04:59:58+05:30,2026-04-11
SEN036,2026-07-12 09:49:40 IST,16.3,C,34.4,mm,36.0,16.3,16.3,c,16.3,34.4,mm,34.4,2026-07-12 09:49:40 IST,2026-07-12 09:49:40+05:30,2026-07-12
SEN048,2026-03-26 12:05:42 UTC,29.8,c,33.4,millimeters,54.0,29.8,29.8,c,29.8,33.4,mm,33.4,2026-03-26 12:05:42 UTC,2026-03-26 17:35:42+05:30,2026-03-26
SEN012,2026-08-20 13:53:03 IST,93,Fahrenheit,28.7,MM,64.0,93,93.0,f,33.89,28.7,mm,28.7,2026-08-20 13:53:03 IST,2026-08-20 13:53:03+05:30,2026-08-20
SEN031,2026-05-21 15:21:27 UTC,20.3,c,,mm,61.0,20.3,20.3,c,20.3,-45.9,mm,,2026-05-21 15:21:27 UTC,2026-05-21 20:51:27+05:30,2026-05-21
SEN018,28/05/2026 21:45,73,°F,1.44,in,81.0,73,73.0,f,22.78,1.44,in,36.58,28/05/2026 21:45,2026-05-28 21:45:00+05:30,2026-05-28
SEN015,2026-06-07 07:37:54 UTC,35.2,c,,mm,73.0,35.2,35.2,c,35.2,-23.6,mm,,2026-06-07 07:37:54 UTC,2026-06-07 13:07:54+05:30,2026-06-07
SEN003,2026-06-12 09:13:24 UTC,29,°C,31.7,mm,89.0,29,29.0,c,29.0,31.7,mm,31.7,2026-06-12 09:13:24 UTC,2026-06-12 14:43:24+05:30,2026-06-12
SEN007,2026-08-18 05:03:06 IST,15.1,C,21.0,MM,63.0,15.1,15.1,c,15.1,21.0,mm,21.0,2026-08-18 05:03:06 IST,2026-08-18 05:03:06+05:30,2026-08-18
SEN040,2026-05-21 17:06:46 IST,17,°C,34.1,mm,81.0,17,17.0,c,17.0,34.1,mm,34.1,2026-05-21 17:06:46 IST,2026-05-21 17:06:46+05:30,2026-05-21
SEN031,2026-04-04 21:09:15 IST,33.5,C,,mm,95.0,33.5,33.5,c,33.5,-37.0,mm,,2026-04-04 21:09:15 IST,2026-04-04 21:09:15+05:30,2026-04-04
SEN032,2026-04-23 13:54:00 IST,72.9,f,23.0,mm,,72.9,72.9,f,22.72,23.0,mm,23.0,2026-04-23 13:54:00 IST,2026-04-23 13:54:00+05:30,2026-04-23
SEN042,2026-07-20 19:36:31 UTC,32.5,c,,mm,46.0,32.5,32.5,c,32.5,-23.3,mm,,2026-07-20 19:36:31 UTC,2026-07-21 01:06:31+05:30,2026-07-21
SEN049,2026-05-26 03:53:21 UTC,24.5,C,8.9,MM,,24.5,24.5,c,24.5,8.9,mm,8.9,2026-05-26 03:53:21 UTC,2026-05-26 09:23:21+05:30,2026-05-26
SEN021,2026-01-08 10:27:06 UTC,18.0°C,,10.0,mm,41.0,18.0°C,18.0,c,18.0,10.0,mm,10.0,2026-01-08 10:27:06 UTC,2026-01-08 15:57:06+05:30,2026-01-08
SEN005,2026-06-21 16:06:40,33.9,°C,27.0,mm,75.0,33.9,33.9,c,33.9,27.0,mm,27.0,2026-06-21 16:06:40,2026-06-21 16:06:40+05:30,2026-06-21
SEN016,2026-03-05T02:51:14,21.8,Celsius,,mm,,21.8,21.8,c,21.8,-13.9,mm,,2026-03-05T02:51:14,2026-03-05 02:51:14+05:30,2026-03-05
SEN047,2026-07-16 13:47:00 IST,67.6,Fahrenheit,,mm,90.0,67.6,67.6,f,19.78,-6.0,mm,,2026-07-16 13:47:00 IST,2026-07-16 13:47:00+05:30,2026-07-16
SEN048,2026-03-02 01:19:15 IST,15.6,c,23.5,MM,76.0,15.6,15.6,c,15.6,23.5,mm,23.5,2026-03-02 01:19:15 IST,2026-03-02 01:19:15+05:30,2026-03-02
SEN027,18-Apr-2026 08:13:37,21,c,16.4,MM,81.0,21,21.0,c,21.0,16.4,mm,16.4,18-Apr-2026 08:13:37,2026-04-18 08:13:37+05:30,2026-04-18
SEN044,,28.6,C,1.62,inches,95.0,28.6,28.6,c,28.6,1.62,in,41.15,,,
SEN025,2026-02-15 19:17:06 IST,81.5,Fahrenheit,23.3,mm,53.0,81.5,81.5,f,27.5,23.3,mm,23.3,2026-02-15 19:17:06 IST,2026-02-15 19:17:06+05:30,2026-02-15
SEN034,2026-04-14 09:28:55 UTC,79.5,F,1.36,in,74.0,79.5,79.5,f,26.39,1.36,in,34.54,2026-04-14 09:28:55 UTC,2026-04-14 14:58:55+05:30,2026-04-14
SEN040,2026-03-18 01:15:10 UTC,84.7,°F,23.4,mm,82.0,84.7,84.7,f,29.28,23.4,mm,23.4,2026-03-18 01:15:10 UTC,2026-03-18 06:45:10+05:30,2026-03-18
SEN013,2026-07-19T23:29:27,70.5,F,,,82.0,70.5,70.5,f,21.39,,,,2026-07-19T23:29:27,2026-07-19 23:29:27+05:30,2026-07-19
SEN031,2026-02-18 11:07:02 UTC,63.9,f,14.8,mm,72.0,63.9,63.9,f,17.72,14.8,mm,14.8,2026-02-18 11:07:02 UTC,2026-02-18 16:37:02+05:30,2026-02-18
SEN048,,62.1,f,25.6,millimeters,67.0,62.1,62.1,f,16.72,25.6,mm,25.6,,,
SEN028,2026-04-03 20:54:47 UTC,67.6,°F,,mm,55.0,67.6,67.6,f,19.78,-40.9,mm,,2026-04-03 20:54:47 UTC,2026-04-04 02:24:47+05:30,2026-04-04
SEN026,2026-06-02 17:11:57 IST,37,C,45.9,MM,30.0,37,37.0,c,37.0,45.9,mm,45.9,2026-06-02 17:11:57 IST,2026-06-02 17:11:57+05:30,2026-06-02
SEN004,,34.0°C,,,mm,45.0,34.0°C,34.0,c,34.0,-42.2,mm,,,,
SEN044,2026-01-23 11:42:48 IST,15.0°C,,1.06,in,,15.0°C,15.0,c,15.0,1.06,in,26.92,2026-01-23 11:42:48 IST,2026-01-23 11:42:48+05:30,2026-01-23
SEN022,2026-08-04 05:08:08 UTC,68.9,F,13.4,mm,91.0,68.9,68.9,f,20.5,13.4,mm,13.4,2026-08-04 05:08:08 UTC,2026-08-04 10:38:08+05:30,2026-08-04
SEN021,2026-07-17 22:03:18 IST,89.6,F,0.26,in,74.0,89.6,89.6,f,32.0,0.26,in,6.6,2026-07-17 22:03:18 IST,2026-07-17 22:03:18+05:30,2026-07-17
SEN023,2026-05-19 06:03:52 IST,25.6,°C,24.2,MM,40.0,25.6,25.6,c,25.6,24.2,mm,24.2,2026-05-19 06:03:52 IST,2026-05-19 06:03:52+05:30,2026-05-19
SEN047,2026-08-09 11:29:23 IST,75.6,°F,33.7,mm,,75.6,75.6,f,24.22,33.7,mm,33.7,2026-08-09 11:29:23 IST,2026-08-09 11:29:23+05:30,2026-08-09
SEN012,,76.6,f,6.7,mm,95.0,76.6,76.6,f,24.78,6.7,mm,6.7,,,
SEN005,2026-04-19 17:53:04 UTC,31.8,c,0.45,in,32.0,31.8,31.8,c,31.8,0.45,in,11.43,2026-04-19 17:53:04 UTC,2026-04-19 23:23:04+05:30,2026-04-19
UNKNOWN,2026-08-22 05:45:52 IST,37.2,C,1.39,inch,42.0,37.2,37.2,c,37.2,1.39,in,35.31,2026-08-22 05:45:52 IST,2026-08-22 05:45:52+05:30,2026-08-22
SEN004,2026-08-24 19:52:43 UTC,17.5,°C,0.22,in,85.0,17.5,17.5,c,17.5,0.22,in,5.59,2026-08-24 19:52:43 UTC,2026-08-25 01:22:43+05:30,2026-08-25
SEN011,2026-04-10 22:02:04 IST,27.2,c,25.3,millimeters,78.0,27.2,27.2,c,27.2,25.3,mm,25.3,2026-04-10 22:02:04 IST,2026-04-10 22:02:04+05:30,2026-04-10
SEN041,2026-01-02 01:33:00 IST,25.9°C,,0.25,inches,,25.9°C,25.9,c,25.9,0.25,in,6.35,2026-01-02 01:33:00 IST,2026-01-02 01:33:00+05:30,2026-01-02
SEN048,2026-07-23 07:33:37 UTC,75,f,,mm,50.0,75,75.0,f,23.89,-5.6,mm,,2026-07-23 07:33:37 UTC,2026-07-23 13:03:37+05:30,2026-07-23
SEN039,2026-04-09 04:49:55 UTC,39.8°C,,14.1,millimeters,80.0,39.8°C,39.8,c,39.8,14.1,mm,14.1,2026-04-09 04:49:55 UTC,2026-04-09 10:19:55+05:30,2026-04-09
SEN027,11/07/2026 16:28,38.8,c,0.67,in,,38.8,38.8,c,38.8,0.67,in,17.02,11/07/2026 16:28,2026-07-11 16:28:00+05:30,2026-07-11
SEN050,23/08/2026 06:35,23.3°C,,49.9,mm,74.0,23.3°C,23.3,c,23.3,49.9,mm,49.9,23/08/2026 06:35,2026-08-23 06:35:00+05:30,2026-08-23
SEN047,2026-05-25 20:51:11 IST,94.3,f,,mm,50.0,94.3,94.3,f,34.61,-47.9,mm,,2026-05-25 20:51:11 IST,2026-05-25 20:51:11+05:30,2026-05-25
SEN010,2026-08-10 08:15:14 UTC,103.5,F,34.6,mm,59.0,103.5,103.5,f,39.72,34.6,mm,34.6,2026-08-10 08:15:14 UTC,2026-08-10 13:45:14+05:30,2026-08-10
SEN033,,95.5,°F,0.11,inch,30.0,95.5,95.5,f,35.28,0.11,in,2.79,,,
SEN034,,78.8,°F,20.2,mm,88.0,78.8,78.8,f,26.0,20.2,mm,20.2,,,
SEN005,2026-07-31 01:20:20 IST,80.4,°F,30.6,MM,80.0,80.4,80.4,f,26.89,30.6,mm,30.6,2026-07-31 01:20:20 IST,2026-07-31 01:20:20+05:30,2026-07-31
SEN029,2026-01-19 01:52:53 UTC,29.7,C,32.0,mm,32.0,29.7,29.7,c,29.7,32.0,mm,32.0,2026-01-19 01:52:53 UTC,2026-01-19 07:22:53+05:30,2026-01-19
SEN041,2026-05-24 18:46:19 UTC,28.7,C,28.2,mm,80.0,28.7,28.7,c,28.7,28.2,mm,28.2,2026-05-24 18:46:19 UTC,2026-05-25 00:16:19+05:30,2026-05-25
SEN029,2026-05-23 06:18:10 IST,34.7°C,,,,34.0,34.7°C,34.7,c,34.7,,,,2026-05-23 06:18:10 IST,2026-05-23 06:18:10+05:30,2026-05-23
SEN029,2026-02-05 13:36:43 UTC,95.4,F,1.45,in,59.0,95.4,95.4,f,35.22,1.45,in,36.83,2026-02-05 13:36:43 UTC,2026-02-05 19:06:43+05:30,2026-02-05
SEN005,2026-09-05 02:59:45 IST,23.8°C,,,,70.0,23.8°C,23.8,c,23.8,,,,2026-09-05 02:59:45 IST,2026-09-05 02:59:45+05:30,2026-09-05
SEN025,,23.2°C,,,mm,72.0,23.2°C,23.2,c,23.2,-3.2,mm,,,,
SEN014,2026-05-27 04:34:23 IST,25.8,°C,,,64.0,25.8,25.8,c,25.8,,,,2026-05-27 04:34:23 IST,2026-05-27 04:34:23+05:30,2026-05-27
SEN016,2026-05-17T06:36:29,33.5,°C,25.2,MM,38.0,33.5,33.5,c,33.5,25.2,mm,25.2,2026-05-17T06:36:29,2026-05-17 06:36:29+05:30,2026-05-17
SEN044,,69.1,Fahrenheit,27.9,MM,31.0,69.1,69.1,f,20.61,27.9,mm,27.9,,,
SEN034,2026-07-20 05:44:41 UTC,29,C,41.0,mm,82.0,29,29.0,c,29.0,41.0,mm,41.0,2026-07-20 05:44:41 UTC,2026-07-20 11:14:41+05:30,2026-07-20
SEN040,2026-01-09 21:36:30 UTC,100.8,°F,10.9,millimeters,57.0,100.8,100.8,f,38.22,10.9,mm,10.9,2026-01-09 21:36:30 UTC,2026-01-10 03:06:30+05:30,2026-01-10
SEN046,2026-04-29 07:59:55,74.7,F,20.1,millimeters,68.0,74.7,74.7,f,23.72,20.1,mm,20.1,2026-04-29 07:59:55,2026-04-29 07:59:55+05:30,2026-04-29
SEN034,2026-07-30 20:35:36 IST,34.9,°C,0.4,inches,34.0,34.9,34.9,c,34.9,0.4,in,10.16,2026-07-30 20:35:36 IST,2026-07-30 20:35:36+05:30,2026-07-30
SEN028,2026-07-31 06:40:19 IST,80.8,°F,3.6,millimeters,94.0,80.8,80.8,f,27.11,3.6,mm,3.6,2026-07-31 06:40:19 IST,2026-07-31 06:40:19+05:30,2026-07-31
SEN018,2026-07-08 22:17:51 UTC,89.2,F,,mm,46.0,89.2,89.2,f,31.78,-44.2,mm,,2026-07-08 22:17:51 UTC,2026-07-09 03:47:51+05:30,2026-07-09
SEN041,2026-05-23 18:44:07,65.1,°F,11.1,MM,76.0,65.1,65.1,f,18.39,11.1,mm,11.1,2026-05-23 18:44:07,2026-05-23 18:44:07+05:30,2026-05-23
SEN024,2026-09-01 21:28:04 UTC,84.4,°F,0.9,millimeters,33.0,84.4,84.4,f,29.11,0.9,mm,0.9,2026-09-01 21:28:04 UTC,2026-09-02 02:58:04+05:30,2026-09-02
SEN024,2026-05-20 00:46:20 IST,26.6,Celsius,15.6,millimeters,69.0,26.6,26.6,c,26.6,15.6,mm,15.6,2026-05-20 00:46:20 IST,2026-05-20 00:46:20+05:30,2026-05-20
SEN046,2026-07-29 23:33:16 UTC,35.1,c,25.7,mm,69.0,35.1,35.1,c,35.1,25.7,mm,25.7,2026-07-29 23:33:16 UTC,2026-07-30 05:03:16+05:30,2026-07-30
SEN013,2026-04-30 18:42:28,34.8,C,,,32.0,34.8,34.8,c,34.8,,,,2026-04-30 18:42:28,2026-04-30 18:42:28+05:30,2026-04-30
SEN017,01-Jul-2026 03:10:14,17.4,c,3.5,mm,91.0,17.4,17.4,c,17.4,3.5,mm,3.5,01-Jul-2026 03:10:14,2026-07-01 03:10:14+05:30,2026-07-01
SEN042,2026-06-18 05:24:52 IST,71.1,F,46.5,MM,59.0,71.1,71.1,f,21.72,46.5,mm,46.5,2026-06-18 05:24:52 IST,2026-06-18 05:24:52+05:30,2026-06-18
SEN049,2026-08-18 04:14:54 IST,72.9,F,24.6,MM,91.0,72.9,72.9,f,22.72,24.6,mm,24.6,2026-08-18 04:14:54 IST,2026-08-18 04:14:54+05:30,2026-08-18
SEN004,2026-03-07 07:23:18 IST,70.9,F,,,44.0,70.9,70.9,f,21.61,,,,2026-03-07 07:23:18 IST,2026-03-07 07:23:18+05:30,2026-03-07
SEN025,2026-01-25 09:53:39 IST,17,C,34.3,millimeters,83.0,17,17.0,c,17.0,34.3,mm,34.3,2026-01-25 09:53:39 IST,2026-01-25 09:53:39+05:30,2026-01-25
UNKNOWN,2026-07-06 07:00:18 IST,32.8,C,3.1,mm,89.0,32.8,32.8,c,32.8,3.1,mm,3.1,2026-07-06 07:00:18 IST,2026-07-06 07:00:18+05:30,2026-07-06
SEN028,2026-07-08 15:45:22 UTC,85.6,Fahrenheit,8.9,MM,30.0,85.6,85.6,f,29.78,8.9,mm,8.9,2026-07-08 15:45:22 UTC,2026-07-08 21:15:22+05:30,2026-07-08
SEN037,2026-03-17 01:47:22 UTC,101.3,°F,23.1,MM,30.0,101.3,101.3,f,38.5,23.1,mm,23.1,2026-03-17 01:47:22 UTC,2026-03-17 07:17:22+05:30,2026-03-17
