trip_id,mandi_id,destination_warehouse,departure_time,arrival_time,transit_hours,distance,distance_unit,vehicle_no,driver_id,distance_km,departure_datetime,arrival_datetime,transit_hours_final,transit_hours_imputed,vehicle_no_raw,vehicle_no_clean,mandi_id_raw,mandi_name,district,state,mandi_type
TRP007372,MANDI002,WH-Central,22/04/2026,23-Apr-2026 00:50:37,9.7,498.9,km,rj 21-AB-5834,,498.9,2026-04-22 00:00:00,2026-04-23 00:50:37,9.7,False,rj 21-AB-5834,RJ21AB5834,mandi002,Solapur Mandi,Ludhiana,,APMC
TRP005524,MANDI042,WH-South,24/04/2026 08:27,04-24-2026 02:03 PM,5.6,236.2,km,PB-46-DF-7989,,236.2,2026-04-24 08:27:00,2026-04-24 14:03:00,5.6,False,PB-46-DF-7989,PB46DF7989,MANDI-042,Erode Mandi,Fatehabad,Haryana,Private
TRP005997,MANDI045,WH-South,2026-06-11T10:15:03,2026-06-12 09:27:03,23.2,1129.3,km,UP-32-AB-9676,DRV424,1129.3,2026-06-11 10:15:03,2026-06-12 09:27:03,23.2,False,UP-32-AB-9676,UP32AB9676,MANDI045,Farrukhabad Mandi,Meerut,Uttar Pradesh,Private
TRP009190,MANDI026,WH-South,18/08/2026 18:19,2026-08-19 00:49:41,6.5,232.14420560000002,miles,PB15-AB-6645,DRV454,373.6,2026-08-18 18:19:00,2026-08-19 00:49:41,6.5,False,PB15-AB-6645,PB15AB6645,MANDI026,Tadipatri Mandi,Hisar,Haryana,Private
TRP005889,MANDI027,WH-North,2026-02-22 13:50:58,2026-02-23T00:20:58,10.5,587.4,km,hr 84-AB-2850,DRV895,587.4,2026-02-22 13:50:58,2026-02-23 00:20:58,10.5,False,hr 84-AB-2850,HR84AB2850,MANDI-027,Kochi APMC,Hisar,Haryana,APMC
TRP002162,MANDI042,WH-West,2026-04-02 10:41:04,02/04/2026 23:53,13.2,652.9,km,dl 52-DF-8170,DRV910,652.9,2026-04-02 10:41:04,2026-04-02 23:53:00,13.2,False,dl 52-DF-8170,DL52DF8170,mandi_042,Erode Mandi,Fatehabad,Haryana,Private
TRP003009,MANDI033,WH-West,07-08-2026 02:40 PM,09-Jul-2026 14:10:45,-23.5,848.6063747000001,miles,UP97-BC-4801,DRV477,1365.7,2026-07-08 14:40:00,2026-07-09 14:10:45,23.51,True,UP97-BC-4801,UP97BC4801,MANDI033,South Dumdum Grain Market,Ambala,Haryana,APMC
TRP009079,MANDI029,WH-North,2026-05-31 06:19:17,05-31-2026 03:43 PM,9.4,276.510095,miles,hr 89-DF-2652,DRV122,445.0,2026-05-31 06:19:17,2026-05-31 15:43:00,9.4,False,hr 89-DF-2652,HR89DF2652,MANDI029,Asansol Grain Market,Sirsa,Haryana,Direct
TRP001106,MANDI053,WH-East,2026-07-16T20:05:18,17/07/2026 10:23,14.3,665.0,km,RJ95-CD-2348,DRV617,665.0,2026-07-16 20:05:18,2026-07-17 10:23:00,14.3,False,RJ95-CD-2348,RJ95CD2348,MANDI-053,Panihati Market,Saharanpur,Uttar Pradesh,APMC
TRP007257,MANDI055,WH-South,06-22-2026 07:57 AM,06-22-2026 01:09 PM,-5.2,226.7,km,,,226.7,2026-06-22 07:57:00,2026-06-22 13:09:00,5.2,True,,,mandi055,Chandigarh APMC,Bareilly,Uttar Pradesh,APMC
TRP000693,MANDI034,WH-Central,05/07/2026 20:15,06-Jul-2026 06:33:45,,549.1,km,RJ 43 AB 1293,DRV428,549.1,2026-07-05 20:15:00,2026-07-06 06:33:45,10.31,True,RJ 43 AB 1293,RJ43AB1293,mandi_034,Ludhiana Grain Market,Ambala,Haryana,Unknown
TRP009073,MANDI022,WH-North,2026-02-16 06:37:06,2026-02-16 16:07:06,9.5,428.7,km,UP-74-DF-5789,DRV421,428.7,2026-02-16 06:37:06,2026-02-16 16:07:06,9.5,False,UP-74-DF-5789,UP74DF5789,MANDI-022,Eluru APMC,Karnal,Haryana,Unknown
TRP004957,MANDI013,WH-East,2026-02-26 04:26:29,2026-02-27 01:02:29,20.6,1212.2,km,HR21-BC-8241,,1212.2,2026-02-26 04:26:29,2026-02-27 01:02:29,20.6,False,HR21-BC-8241,HR21BC8241,013,Aurangabad Market,Patiala,Punjab,Private
TRP007196,MANDI004,WH-East,10/07/2026,2026-07-10 18:23:19,13.2,715.4,km,HR-95-AB-5494,DRV539,715.4,2026-07-10 00:00:00,2026-07-10 18:23:19,13.2,False,HR-95-AB-5494,HR95AB5494,MANDI004,Khandwa Grain Market,Ludhiana,Punjab,APMC
TRP008817,MANDI019,WH-Central,2026-04-02 05:10:45,02/04/2026 10:16,5.1,206.6,km,PB 67 BC 2925,DRV707,206.6,2026-04-02 05:10:45,2026-04-02 10:16:00,5.1,False,PB 67 BC 2925,PB67BC2925,MANDI019,Karimnagar Grain Market,Moga,Punjab,Private
TRP004370,MANDI013,WH-South,2026-08-31 19:09:22,01/09/2026 12:21,17.2,560.2280936,miles,dl 48-BC-5194,DRV343,901.6,2026-08-31 19:09:22,2026-09-01 12:21:00,17.2,False,dl 48-BC-5194,DL48BC5194,mandi_013,Aurangabad Market,Patiala,Punjab,Private
TRP002766,MANDI045,WH-South,15/02/2026 05:53,2026-02-15 23:53:47,18.0,961.7,km,RJ-96-DF-3463,DRV495,961.7,2026-02-15 05:53:00,2026-02-15 23:53:47,18.0,False,RJ-96-DF-3463,RJ96DF3463,045,Farrukhabad Mandi,Meerut,Uttar Pradesh,Private
TRP003930,MANDI043,WH-Central,04-13-2026 10:09 AM,2026-04-13 23:39:45,13.5,639.3,km,HR 54 DF 1374,DRV815,639.3,2026-04-13 10:09:00,2026-04-13 23:39:45,13.5,False,HR 54 DF 1374,HR54DF1374,MANDI-043,Danapur Mandi,Agra,Uttar Pradesh,Private
TRP007949,MANDI046,Export-Terminal,08-20-2026 05:32 PM,,14.7,719.7,km,RJ-27-CD-3043,DRV268,719.7,2026-08-20 17:32:00,,14.7,False,RJ-27-CD-3043,RJ27CD3043,MANDI-046,Baranagar Market,,Uttar Pradesh,Private
TRP009086,MANDI048,WH-South,22/08/2026 23:53,2026-08-23T13:53:06,14.0,597.5,km,hr 28-AB-1026,DRV917,597.5,2026-08-22 23:53:00,2026-08-23 13:53:06,14.0,False,hr 28-AB-1026,HR28AB1026,mandi_048,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh,Direct
TRP006978,MANDI045,WH-East,05-Jan-2026 03:13:40,2026-01-05 19:55:40,16.7,780.3,km,rj 18-DF-8765,DRV108,780.3,2026-01-05 03:13:40,2026-01-05 19:55:40,16.7,False,rj 18-DF-8765,RJ18DF8765,MANDI-045,Farrukhabad Mandi,Meerut,Uttar Pradesh,Private
TRP000629,MANDI028,Export-Terminal,2026-02-25T17:58:57,26/02/2026,-14.7,841.6,km,hr 33-CD-3191,DRV569,841.6,2026-02-25 17:58:57,2026-02-26 00:00:00,6.02,True,hr 33-CD-3191,HR33CD3191,MANDI-028,Machilipatnam APMC,Hisar,Haryana,Unknown
TRP002452,MANDI010,Export-Terminal,20-Feb-2026 06:06:22,20/02/2026,12.2 hrs,606.9,km,up 55-AB-7704,,606.9,2026-02-20 06:06:22,2026-02-20 00:00:00,12.2,False,up 55-AB-7704,UP55AB7704,mandi010,Dhule APMC,Jalandhar,Punjab,Direct
TRP006809,MANDI020,WH-Central,29-Mar-2026 23:04:15,2026-03-30T01:52:15,2.8,136.3,km,PB-62-DF-4726,DRV299,136.3,2026-03-29 23:04:15,2026-03-30 01:52:15,2.8,False,PB-62-DF-4726,PB62DF4726,mandi_020,Kadapa Mandi,Ferozepur,Punjab,Direct
TRP007174,MANDI040,WH-North,03-17-2026 01:48 AM,03-17-2026 04:12 PM,14.4,726.9,km,dl 55-DF-7014,DRV838,726.9,2026-03-17 01:48:00,2026-03-17 16:12:00,14.4,False,dl 55-DF-7014,DL55DF7014,mandi040,Jodhpur Market,Fatehabad,Haryana,Direct
TRP003825,MANDI024,WH-South,12-Mar-2026 01:02:23,03-12-2026 02:32 PM,13.5 hrs,742.9,km,DL-44-AB-7596,DRV642,742.9,2026-03-12 01:02:23,2026-03-12 14:32:00,13.5,False,DL-44-AB-7596,DL44AB7596,mandi_024,Jaipur Mandi,Karnal,Haryana,APMC
TRP002653,MANDI050,Export-Terminal,03-Sep-2026 04:14:17,09-03-2026 06:38 AM,2.4,120.3,km,DL-40-DF-5636,DRV499,120.3,2026-09-03 04:14:17,2026-09-03 06:38:00,2.4,False,DL-40-DF-5636,DL40DF5636,M050,Durg Market,Muzaffarnagar,Uttar Pradesh,Unknown
TRP009472,MANDI055,Export-Terminal,2026-06-20 09:41:06,2026-06-21T04:59:06,19.3,530.8993824,miles,HR35-DF-1488,DRV187,854.4,2026-06-20 09:41:06,2026-06-21 04:59:06,19.3,False,HR35-DF-1488,HR35DF1488,055,Chandigarh APMC,Bareilly,Uttar Pradesh,APMC
TRP003744,MANDI021,WH-East,06-13-2026 08:38 PM,14-Jun-2026 09:32:12,-12.9,435.8296194,miles,UP 65 DF 8006,DRV843,701.4,2026-06-13 20:38:00,2026-06-14 09:32:12,12.9,True,UP 65 DF 8006,UP65DF8006,M021,Guna Mandi,Ferozepur,Punjab,APMC
TRP002177,MANDI029,WH-Central,21/01/2026 02:24,,13.3,723.5,km,,DRV237,723.5,2026-01-21 02:24:00,,13.3,False,,,mandi029,Asansol Grain Market,Sirsa,Haryana,Direct
TRP009634,MANDI014,Export-Terminal,27/02/2026,2026-02-28 02:55:36,14.9,729.2,km,UP-20-CD-5220,,729.2,2026-02-27 00:00:00,2026-02-28 02:55:36,14.9,False,UP-20-CD-5220,UP20CD5220,MANDI014,Bathinda Grain Market,Patiala,Punjab,Private
TRP003319,MANDI043,WH-Central,14/04/2026,,14.4,862.6,km,DL-87-BC-8679,DRV416,862.6,2026-04-14 00:00:00,,14.4,False,DL-87-BC-8679,DL87BC8679,MANDI043,Danapur Mandi,Agra,Uttar Pradesh,Private
TRP006921,MANDI024,WH-South,2026-08-12 20:56:14,2026-08-13 15:08:14,18.2,839.8,km,RJ44-CD-2323,,839.8,2026-08-12 20:56:14,2026-08-13 15:08:14,18.2,False,RJ44-CD-2323,RJ44CD2323,MANDI-024,Jaipur Mandi,Karnal,Haryana,APMC
TRP002788,MANDI015,WH-North,26-Mar-2026 01:46:58,03-26-2026 07:04 AM,5.3,290.2,km,DL-28-BC-3828,DRV751,290.2,2026-03-26 01:46:58,2026-03-26 07:04:00,5.3,False,DL-28-BC-3828,DL28BC3828,MANDI015,Amravati Grain Market,Bathinda,Punjab,APMC
TRP004106,MANDI033,WH-East,08/09/2026 13:07,09/09/2026 07:55,18.8,677.1079787,miles,PB65-DF-1162,DRV460,1089.7,2026-09-08 13:07:00,2026-09-09 07:55:00,18.8,False,PB65-DF-1162,PB65DF1162,mandi033,South Dumdum Grain Market,Ambala,Haryana,APMC
TRP006936,MANDI028,WH-North,05-Aug-2026 03:21:58,2026-08-05 19:21:58,16.0,747.1,km,,DRV171,747.1,2026-08-05 03:21:58,2026-08-05 19:21:58,16.0,False,,,mandi028,Machilipatnam APMC,Hisar,Haryana,Unknown
TRP001677,MANDI036,WH-East,10-Feb-2026 13:37:09,11/02/2026,10.8,585.5,km,pb 72-DF-9453,DRV674,585.5,2026-02-10 13:37:09,2026-02-11 00:00:00,10.8,False,pb 72-DF-9453,PB72DF9453,MANDI036,Mysore Grain Market,Kurukshetra,Haryana,APMC
TRP003948,MANDI016,WH-West,17/07/2026,07-17-2026 05:48 PM,6.6,325.3,km,RJ-30-CD-9423,DRV976,325.3,2026-07-17 00:00:00,2026-07-17 17:48:00,6.6,False,RJ-30-CD-9423,RJ30CD9423,MANDI016,Kulti APMC,Bathinda,Punjab,Unknown
TRP004445,MANDI053,Export-Terminal,2026-03-07 06:09:33,,-6.0,183.98795310000003,miles,RJ-24-DF-2657,DRV169,296.1,2026-03-07 06:09:33,,,False,RJ-24-DF-2657,RJ24DF2657,mandi_053,Panihati Market,Saharanpur,Uttar Pradesh,APMC
TRP002937,MANDI011,WH-North,2026-05-08 14:20:33,09-May-2026 04:20:33,14.0,832.8,km,PB-66-CD-1021,DRV200,832.8,2026-05-08 14:20:33,2026-05-09 04:20:33,14.0,False,PB-66-CD-1021,PB66CD1021,M011,Arrah Mandi,Patiala,Punjab,Unknown
TRP007263,MANDI015,WH-South,22/02/2026 23:04,02-23-2026 12:22 PM,13.3,759.0,km,pb 65-AB-9123,DRV767,759.0,2026-02-22 23:04:00,2026-02-23 12:22:00,13.3,False,pb 65-AB-9123,PB65AB9123,MANDI-015,Amravati Grain Market,Bathinda,Punjab,APMC
TRP002838,MANDI037,WH-East,05/04/2026 12:32,2026-04-06 11:32:06,23.0,1052.5,km,PB-77-CD-6633,DRV955,1052.5,2026-04-05 12:32:00,2026-04-06 11:32:06,23.0,False,PB-77-CD-6633,PB77CD6633,M037,Jorhat Grain Market,Kurukshetra,Haryana,APMC
TRP005723,MANDI057,WH-North,27-Feb-2026 09:05:09,28/02/2026 03:11,18.1,888.0,km,rj 89-DF-4532,DRV793,888.0,2026-02-27 09:05:09,2026-02-28 03:11:00,18.1,False,rj 89-DF-4532,RJ89DF4532,MANDI057,Gorakhpur APMC,Bareilly,,Direct
TRP008092,MANDI033,Export-Terminal,01-13-2026 03:42 AM,2026-01-13 06:06:09,2.4,110.3,km,DL-40-BC-9676,DRV224,110.3,2026-01-13 03:42:00,2026-01-13 06:06:09,2.4,False,DL-40-BC-9676,DL40BC9676,MANDI033,South Dumdum Grain Market,Ambala,Haryana,APMC
TRP002504,MANDI040,WH-Central,2026-01-03 12:40:00,01-04-2026 05:22 AM,16.7,919.3,km,UP-41-BC-6210,,919.3,2026-01-03 12:40:00,2026-01-04 05:22:00,16.7,False,UP-41-BC-6210,UP41BC6210,MANDI040,Jodhpur Market,Fatehabad,Haryana,Direct
TRP008819,MANDI045,WH-North,13/08/2026,08-14-2026 01:52 PM,19.4,916.0,km,dl 46-DF-4405,DRV510,916.0,2026-08-13 00:00:00,2026-08-14 13:52:00,19.4,False,dl 46-DF-4405,DL46DF4405,mandi_045,Farrukhabad Mandi,Meerut,Uttar Pradesh,Private
TRP002370,MANDI050,WH-East,06-19-2026 07:00 PM,,,598.4,km,RJ-95-DF-9683,DRV991,598.4,2026-06-19 19:00:00,,,False,RJ-95-DF-9683,RJ95DF9683,mandi050,Durg Market,Muzaffarnagar,Uttar Pradesh,Unknown
TRP004968,MANDI037,WH-South,2026-04-14 11:46:55,2026-04-15T05:04:55,17.3,738.5 KM,,PB29-AB-8339,DRV721,738.5,2026-04-14 11:46:55,2026-04-15 05:04:55,17.3,False,PB29-AB-8339,PB29AB8339,mandi037,Jorhat Grain Market,Kurukshetra,Haryana,APMC
TRP005884,MANDI019,WH-Central,17-Feb-2026 04:56:42,18/02/2026,-23.9,965.7,km,up 43-CD-2910,,965.7,2026-02-17 04:56:42,2026-02-18 00:00:00,19.06,True,up 43-CD-2910,UP43CD2910,M019,Karimnagar Grain Market,Moga,Punjab,Private
TRP002218,MANDI032,WH-Central,08/03/2026 08:53,2026-03-09 04:29:43,-19.6,1042.0,km,DL-94-BC-9829,,1042.0,2026-03-08 08:53:00,2026-03-09 04:29:43,19.61,True,DL-94-BC-9829,DL94BC9829,MANDI032,Chapra Grain Market,,Haryana,Private
TRP005848,MANDI021,WH-Central,2026-05-04 21:04:04,05/05/2026 05:22,8.3,456.8,km,PB-55-AB-7134,DRV662,456.8,2026-05-04 21:04:04,2026-05-05 05:22:00,8.3,False,PB-55-AB-7134,PB55AB7134,MANDI021,Guna Mandi,Ferozepur,Punjab,APMC
TRP002219,MANDI035,WH-Central,03-02-2026 05:19 AM,03-02-2026 02:49 PM,9.5,499.4,km,hr 86-DF-5233,DRV171,499.4,2026-03-02 05:19:00,2026-03-02 14:49:00,9.5,False,hr 86-DF-5233,HR86DF5233,MANDI-035,Guntakal Mandi,Ambala,Haryana,APMC
TRP003327,MANDI025,WH-North,20/08/2026 01:05,2026-08-20T09:29:20,-8.4,397.2,km,RJ27-DF-5808,DRV197,397.2,2026-08-20 01:05:00,2026-08-20 09:29:20,8.41,True,RJ27-DF-5808,RJ27DF5808,MANDI025,Dindigul APMC,Karnal,Haryana,APMC
TRP007343,MANDI031,WH-Central,15/01/2026 22:56,16/01/2026,10.6,429.2,km,HR 32 AB 3006,DRV910,429.2,2026-01-15 22:56:00,2026-01-16 00:00:00,10.6,False,HR 32 AB 3006,HR32AB3006,MANDI-031,Nangloi Jat Mandi,Sirsa,Haryana,APMC
TRP003584,MANDI007,WH-Central,2026-03-31 17:08:46,01/04/2026 10:56,17.8,1002.6 KM,,pb 85-AB-4151,DRV109,1002.6,2026-03-31 17:08:46,2026-04-01 10:56:00,17.8,False,pb 85-AB-4151,PB85AB4151,mandi_007,Nashik Mandi,Amritsar,Punjab,Private
TRP003620,MANDI045,WH-North,2026-06-06T23:07:46,2026-06-07 14:55:46,,749.7,km,,DRV314,749.7,2026-06-06 23:07:46,2026-06-07 14:55:46,15.8,True,,,MANDI045,Farrukhabad Mandi,Meerut,Uttar Pradesh,Private
TRP006218,MANDI051,WH-East,2026-03-17 07:04:43,17/03/2026,14.8,768.4,km,HR-69-BC-6198,,768.4,2026-03-17 07:04:43,2026-03-17 00:00:00,14.8,False,HR-69-BC-6198,HR69BC6198,mandi051,Gulbarga Market,Saharanpur,Uttar Pradesh,Private
TRP002469,MANDI028,Export-Terminal,28/01/2026 08:13,2026-01-29T00:43:20,16.5,709.4,km,RJ 13 DF 7769,DRV841,709.4,2026-01-28 08:13:00,2026-01-29 00:43:20,16.5,False,RJ 13 DF 7769,RJ13DF7769,M028,Machilipatnam APMC,Hisar,Haryana,Unknown
TRP007016,MANDI040,WH-Central,07-14-2026 04:24 AM,14/07/2026,13.5,669.8,km,DL-83-CD-6748,DRV775,669.8,2026-07-14 04:24:00,2026-07-14 00:00:00,13.5,False,DL-83-CD-6748,DL83CD6748,mandi_040,Jodhpur Market,Fatehabad,Haryana,Direct
TRP003116,MANDI011,WH-North,19-Jun-2026 19:12:29,19/06/2026 22:12,3.0,137.9 KM,,DL37-AB-2116,,137.9,2026-06-19 19:12:29,2026-06-19 22:12:00,3.0,False,DL37-AB-2116,DL37AB2116,mandi011,Arrah Mandi,Patiala,Punjab,Unknown
TRP000086,MANDI015,WH-East,03/02/2026 16:51,04/02/2026 03:15,10.4,543.5,km,hr 24-BC-5352,DRV582,543.5,2026-02-03 16:51:00,2026-02-04 03:15:00,10.4,False,hr 24-BC-5352,HR24BC5352,MANDI015,Amravati Grain Market,Bathinda,Punjab,APMC
TRP008805,MANDI040,Export-Terminal,10/03/2026 13:44,,11.4,576.6,km,RJ62-AB-3406,DRV995,576.6,2026-03-10 13:44:00,,11.4,False,RJ62-AB-3406,RJ62AB3406,MANDI040,Jodhpur Market,Fatehabad,Haryana,Direct
TRP005974,MANDI014,Export-Terminal,09/01/2026 00:34,09-Jan-2026 12:22:31,11.8,544.2,km,PB-76-CD-2185,DRV150,544.2,2026-01-09 00:34:00,2026-01-09 12:22:31,11.8,False,PB-76-CD-2185,PB76CD2185,MANDI014,Bathinda Grain Market,Patiala,Punjab,Private
TRP002802,MANDI011,WH-East,2026-03-10T10:37:12,2026-03-11 09:07:12,22.5,580.2362398,miles,DL47-BC-2504,DRV412,933.8,2026-03-10 10:37:12,2026-03-11 09:07:12,22.5,False,DL47-BC-2504,DL47BC2504,mandi_011,Arrah Mandi,Patiala,Punjab,Unknown
TRP003672,MANDI050,WH-South,19/04/2026,19/04/2026 17:24,7.5,442.3,km,HR-48-BC-9101,DRV505,442.3,2026-04-19 00:00:00,2026-04-19 17:24:00,7.5,False,HR-48-BC-9101,HR48BC9101,MANDI-050,Durg Market,Muzaffarnagar,Uttar Pradesh,Unknown
TRP003668,MANDI024,WH-North,14/05/2026 17:52,2026-05-15T02:04:26,8.2,436.2,km,,DRV146,436.2,2026-05-14 17:52:00,2026-05-15 02:04:26,8.2,False,,,MANDI024,Jaipur Mandi,Karnal,Haryana,APMC
TRP005159,MANDI050,WH-South,13/06/2026,2026-06-14 02:54:53,15.5,855.0,km,PB-95-AB-5224,DRV593,855.0,2026-06-13 00:00:00,2026-06-14 02:54:53,15.5,False,PB-95-AB-5224,PB95AB5224,mandi_050,Durg Market,Muzaffarnagar,Uttar Pradesh,Unknown
TRP005726,MANDI056,WH-West,24-Feb-2026 16:32:56,02-24-2026 07:56 PM,3.4,179.8,km,,DRV556,179.8,2026-02-24 16:32:56,2026-02-24 19:56:00,3.4,False,,,MANDI-056,Bilaspur Mandi,Bareilly,Uttar Pradesh,Private
TRP004591,MANDI033,WH-West,2026-01-02T07:23:26,,24.0,732.9070945,miles,DL-69-AB-4435,DRV503,1179.5,2026-01-02 07:23:26,,24.0,False,DL-69-AB-4435,DL69AB4435,033,South Dumdum Grain Market,Ambala,Haryana,APMC
TRP002020,MANDI045,WH-West,07-24-2026 06:17 PM,25-Jul-2026 03:17:37,9.0 hrs,322.6779603,miles,up 52-DF-1214,DRV649,519.3,2026-07-24 18:17:00,2026-07-25 03:17:37,9.0,False,up 52-DF-1214,UP52DF1214,MANDI-045,Farrukhabad Mandi,Meerut,Uttar Pradesh,Private
TRP003424,MANDI030,WH-West,07/03/2026,07/03/2026 22:51,7.3,330.7,km,HR-30-AB-6308,DRV595,330.7,2026-03-07 00:00:00,2026-03-07 22:51:00,7.3,False,HR-30-AB-6308,HR30AB6308,MANDI030,Patiala APMC,Sirsa,,Unknown
TRP002526,MANDI044,Export-Terminal,11/06/2026 05:40,06-11-2026 11:04 PM,17.4,1009.4,km,up 86-CD-1750,DRV673,1009.4,2026-06-11 05:40:00,2026-06-11 23:04:00,17.4,False,up 86-CD-1750,UP86CD1750,MANDI044,Dehri Mandi,Agra,Uttar Pradesh,APMC
TRP007955,MANDI016,WH-Central,28-Apr-2026 03:07:44,2026-04-28T23:25:44,20.3,1123.8,km,hr 86-AB-3354,DRV440,1123.8,2026-04-28 03:07:44,2026-04-28 23:25:44,20.3,False,hr 86-AB-3354,HR86AB3354,MANDI016,Kulti APMC,Bathinda,Punjab,Unknown
TRP006798,MANDI014,Export-Terminal,07-10-2026 05:13 AM,2026-07-10T23:25:17,18.2,840.8,km,PB 42 DF 6757,DRV394,840.8,2026-07-10 05:13:00,2026-07-10 23:25:17,18.2,False,PB 42 DF 6757,PB42DF6757,mandi_014,Bathinda Grain Market,Patiala,Punjab,Private
TRP003213,MANDI056,WH-West,22/04/2026 07:21,22/04/2026 13:15,5.9,315.4,km,RJ24-AB-7163,DRV227,315.4,2026-04-22 07:21:00,2026-04-22 13:15:00,5.9,False,RJ24-AB-7163,RJ24AB7163,mandi_056,Bilaspur Mandi,Bareilly,Uttar Pradesh,Private
TRP000520,MANDI025,WH-Central,18-Jul-2026 20:38:32,19-Jul-2026 07:20:32,10.7,511.4,km,PB 28 CD 6480,DRV795,511.4,2026-07-18 20:38:32,2026-07-19 07:20:32,10.7,False,PB 28 CD 6480,PB28CD6480,MANDI025,Dindigul APMC,Karnal,Haryana,APMC
TRP005367,MANDI049,WH-Central,09-01-2026 09:58 AM,,16.4,816.0,km,hr 69-CD-2744,DRV350,816.0,2026-09-01 09:58:00,,16.4,False,hr 69-CD-2744,HR69CD2744,MANDI049,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh,Private
TRP008469,MANDI036,WH-East,04-May-2026 07:15:19,04/05/2026 15:57,8.7,383.2,km,hr 76-AB-6796,,383.2,2026-05-04 07:15:19,2026-05-04 15:57:00,8.7,False,hr 76-AB-6796,HR76AB6796,MANDI-036,Mysore Grain Market,Kurukshetra,Haryana,APMC
TRP006594,MANDI010,WH-Central,05-06-2026 12:12 AM,2026-05-06 23:48:08,23.6 hrs,1410.1,km,UP-67-DF-9346,DRV949,1410.1,2026-05-06 00:12:00,2026-05-06 23:48:08,23.6,False,UP-67-DF-9346,UP67DF9346,mandi010,Dhule APMC,Jalandhar,Punjab,Direct
TRP002896,MANDI002,WH-Central,17/06/2026 05:46,17/06/2026,2.7,82.39379459999999,miles,dl 85-AB-7242,DRV164,132.6,2026-06-17 05:46:00,2026-06-17 00:00:00,2.7,False,dl 85-AB-7242,DL85AB7242,M002,Solapur Mandi,Ludhiana,,APMC
TRP000245,MANDI016,WH-South,10/01/2026 05:21,10/01/2026,5.1,216.3,km,DL58-DF-1545,DRV274,216.3,2026-01-10 05:21:00,2026-01-10 00:00:00,5.1,False,DL58-DF-1545,DL58DF1545,MANDI016,Kulti APMC,Bathinda,Punjab,Unknown
TRP005931,MANDI041,WH-Central,2026-02-28T02:46:12,28/02/2026 18:52,16.1,898.3,km,HR-91-AB-3031,,898.3,2026-02-28 02:46:12,2026-02-28 18:52:00,16.1,False,HR-91-AB-3031,HR91AB3031,MANDI-041,Gurgaon Grain Market,Fatehabad,Haryana,APMC
TRP004715,MANDI025,WH-South,2026-03-23T15:03:53,03-24-2026 05:03 AM,14.0,651.3,km,HR-44-BC-3131,,651.3,2026-03-23 15:03:53,2026-03-24 05:03:00,14.0,False,HR-44-BC-3131,HR44BC3131,MANDI025,Dindigul APMC,Karnal,Haryana,APMC
TRP009578,MANDI027,WH-East,10/01/2026 22:05,2026-01-11 08:23:36,10.3,336.0995739,miles,RJ 52 AB 4435,,540.9,2026-01-10 22:05:00,2026-01-11 08:23:36,10.3,False,RJ 52 AB 4435,RJ52AB4435,mandi_027,Kochi APMC,Hisar,Haryana,APMC
TRP003426,MANDI003,WH-North,03-17-2026 09:12 PM,03-18-2026 11:30 AM,14.3,680.3,km,UP50-BC-1190,DRV727,680.3,2026-03-17 21:12:00,2026-03-18 11:30:00,14.3,False,UP50-BC-1190,UP50BC1190,MANDI003,Vijayawada Mandi,Ludhiana,Punjab,Unknown
TRP007347,MANDI006,WH-North,2026-06-01T01:18:16,01/06/2026,19.4 hrs,819.9,km,,DRV393,819.9,2026-06-01 01:18:16,2026-06-01 00:00:00,19.4,False,,,MANDI006,Kochi Mandi,Amritsar,Punjab,Direct
TRP007551,MANDI036,WH-Central,07/03/2026 09:12,,9.5,436.7,km,DL82-CD-8377,DRV791,436.7,2026-03-07 09:12:00,,9.5,False,DL82-CD-8377,DL82CD8377,mandi036,Mysore Grain Market,Kurukshetra,Haryana,APMC
TRP008569,MANDI055,WH-West,01/03/2026 21:19,2026-03-02 19:07:04,21.8,1285.1,km,PB99-DF-5174,,1285.1,2026-03-01 21:19:00,2026-03-02 19:07:04,21.8,False,PB99-DF-5174,PB99DF5174,MANDI-055,Chandigarh APMC,Bareilly,Uttar Pradesh,APMC
TRP007236,MANDI008,Export-Terminal,03/08/2026,03-Aug-2026 22:58:50,19.6,851.8,km,UP-79-AB-9227,DRV462,851.8,2026-08-03 00:00:00,2026-08-03 22:58:50,19.6,False,UP-79-AB-9227,UP79AB9227,MANDI-008,Bijapur Market,Amritsar,Punjab,APMC
TRP006736,MANDI036,WH-West,05-07-2026 11:49 AM,2026-05-07T18:43:49,6.9,348.7,km,PB47-AB-3514,DRV890,348.7,2026-05-07 11:49:00,2026-05-07 18:43:49,6.9,False,PB47-AB-3514,PB47AB3514,mandi_036,Mysore Grain Market,Kurukshetra,Haryana,APMC
TRP007890,MANDI055,WH-Central,2026-01-03 14:01:01,,13.0,601.3,km,PB 36 AB 4622,DRV425,601.3,2026-01-03 14:01:01,,13.0,False,PB 36 AB 4622,PB36AB4622,MANDI055,Chandigarh APMC,Bareilly,Uttar Pradesh,APMC
TRP005510,MANDI016,WH-West,2026-05-15 17:18:07,05-16-2026 04:06 AM,10.8,577.5,km,PB-99-DF-8309,DRV905,577.5,2026-05-15 17:18:07,2026-05-16 04:06:00,10.8,False,PB-99-DF-8309,PB99DF8309,MANDI016,Kulti APMC,Bathinda,Punjab,Unknown
